filename,source,category,vistype,title location,attr: data-ink ratio,attr: # distinct colors,attr: black&white,attr: visual density,attr: human recognizable object,attr: human depiction,mem: at-a-glance HR (%),mem: at-a-glance FAR (%),mem: prolonged HR (%),data redundancy,message redundancy,illegible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoI11_1.png,World Health Organization,G,Bars,Top-center,3,1,y,2,n,n,77.91,39.39,88.89,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoI11_2.png,World Health Organization,G,Bars,Top-center,1,1,y,2,n,n,47.31,6,87.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoI12_2.png,World Health Organization,G,Bars,Top-center,3,1,y,2,n,n,78.02,32.32,92.31,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoI14.png,World Health Organization,G,Table,Top-left,1,1,y,1,n,n,36.67,17.65,87.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoI19.png,World Health Organization,G,Lines,Top-center/right,2,1,y,1,n,n,34.38,4.95,58.33,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoI22.png,World Health Organization,G,Bars,Bottom,2,1,y,1,n,n,37.08,0,33.33,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoJ15_1.png,World Health Organization,G,Bars,Top,1,1,n,2,n,n,37.08,16.16,27.78,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoJ15_2.png,World Health Organization,G,Table,Top,2,1,n,1,n,n,32.1,9.89,26.67,0,1,0,,,,,,,,,,,,,(Table,"3.4)."",Top,2,1,n,1,n,n,32.10,9.89,26.67,0,1,0",,,,,,,,,,,,,,,,
whoJ23.png,World Health Organization,G,Circles,Bottom,1,2,n,1,n,n,28.09,16.67,28.57,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoJ32.png,World Health Organization,G,Bars,Bottom,1,2,n,1,n,n,35.96,17.17,77.78,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoJ33.png,World Health Organization,G,Lines,Bottom,1,2,n,1,n,n,45.78,25.77,82.35,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoJ36_1.png,World Health Organization,G,Bars,Top-left,1,1,n,1,n,n,25.88,9.38,31.58,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoJ36_2.png,World Health Organization,G,Lines,Bottom,1,2,n,2,n,n,35.8,15.56,50,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoJ40_1.png,World Health Organization,G,Bars,Upper-bottom,2,2,n,1,n,n,28.4,5.21,52.94,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoJ40_2.png,World Health Organization,G,Circles,Top,1,2,n,1,n,n,43.01,8.74,58.82,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoJ43_2.png,World Health Organization,G,Table,Top-left,1,1,n,1,n,n,38.3,20,60,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoJ44.png,World Health Organization,G,Lines,Top,1,1,n,1,n,n,23.81,14.43,31.25,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoJ48_2.png,World Health Organization,G,Maps,Top-left,2,2,n,2,y,n,51.11,27.37,33.33,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoK04_2.png,World Health Organization,G,Bars,Top,2,1,n,1,n,n,38.27,8.51,55.56,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoK06_2.png,World Health Organization,G,Circles,Top,2,3,n,1,n,n,53.41,23,83.33,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoK07_2.png,World Health Organization,G,Table,Top-left,1,1,y,1,n,n,30.68,25.49,44.44,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoK08.png,World Health Organization,G,Table,Bottom,1,1,y,1,n,n,46.07,12.12,66.67,0,0,0,,,,,,,,,,,,,improved,drinking,water,sources,since,"1995"",Bottom,1,1,y,1,n,n,46.07,12.12,66.67,0,0,0",,,,,,,,,,,,
whoK12_2.png,World Health Organization,G,Maps,Top-left,1,2,n,1,y,n,57.78,36.17,81.25,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoK17_1.png,World Health Organization,G,Bars,Top-left,2,1,n,1,n,n,30.43,7,58.82,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoK19_1.png,World Health Organization,G,Bars,Top-left,2,2,n,2,n,n,71.59,19.23,94.74,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoK23_2.png,World Health Organization,G,Bars,Top,3,2,n,2,n,n,70.79,38.95,100,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoK31.png,World Health Organization,G,Maps,none,1,3,n,1,y,n,55.95,26.47,94.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoL03.png,World Health Organization,G,Table,Top,1,1,n,1,n,n,35.71,1.03,73.33,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoL06.png,World Health Organization,G,Bars,Bottom,2,1,n,1,n,n,30.12,11.22,66.67,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoL09.png,World Health Organization,G,Circles,Bottom-center,2,1,y,2,n,n,48.86,2.04,89.47,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoL10.png,World Health Organization,G,Diagrams,Bottom,2,2,n,1,n,n,34.15,2.97,78.95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoL11.png,World Health Organization,G,Maps,Bottom,2,2,n,1,y,n,79.49,6.67,85,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoL12.png,World Health Organization,G,Diagrams,Bottom-center,2,2,n,1,n,n,36.78,3.06,83.33,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoL14.png,World Health Organization,G,Diagrams,Upper-bottom center,1,3,n,1,n,n,68.97,10,88.24,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoM05.png,World Health Organization,G,Table,none,1,1,y,1,n,n,43.68,12.87,86.67,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoN05.png,World Health Organization,G,Lines,Top,2,3,n,1,n,n,31.52,17,78.57,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoN08.png,World Health Organization,G,Table,Top,2,2,n,2,n,n,28.41,8.6,57.14,0,0,0,,,,,,,,,,,,,(based,on,the,data,from,"GSHS)a"",Top,2,2,n,2,n,n,28.41,8.60,57.14,0,0,0",,,,,,,,,,,,
whoN10.png,World Health Organization,G,Table,Top-left,2,2,n,2,n,n,31.76,15.46,72.22,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoN16_1.png,World Health Organization,G,Bars,Top,1,1,n,1,n,n,40.48,25.25,84.21,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoN18.png,World Health Organization,G,Table,Top,2,2,n,2,n,n,40.23,29.9,68.75,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoN21_1.png,World Health Organization,G,Bars,Top,2,2,n,1,n,n,42.86,20.2,66.67,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoN22.png,World Health Organization,G,Maps,Top,1,2,n,1,y,n,59.3,47.83,88.89,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoN23_2.png,World Health Organization,G,Bars,Top,1,1,y,1,n,n,32.18,11.34,64.71,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoN32_2.png,World Health Organization,G,Bars,Top,1,1,y,1,n,n,44.44,21.88,86.67,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoN33.png,World Health Organization,G,Diagrams,Top,1,1,y,1,n,n,48.28,1.04,93.75,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoO06_2.png,World Health Organization,G,Bars,Top,1,2,n,1,n,n,38.2,12.77,70.59,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoO12.png,World Health Organization,G,Table,Top-left,2,1,n,1,n,n,46.67,25.71,60,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoP13.png,World Health Organization,G,Table,Top-left,1,1,n,2,n,n,41.3,27.72,43.75,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoP16.png,World Health Organization,G,Table,Top-left,2,1,n,1,n,n,34.88,13.59,61.11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoQ06_2.png,World Health Organization,G,Lines,Top,1,1,n,1,n,n,36.9,18.75,64.71,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoQ09_2.png,World Health Organization,G,Bars,Top,1,1,n,1,n,n,38.54,31.78,64.71,0,0,0,,,,,,,,,,,,,"2003-2011"",Top,1,1,n,1,n,n,38.54,31.78,64.71,0,0,0",,,,,,,,,,,,,,,,,
whoQ11_1.png,World Health Organization,G,Lines,Top-left,2,1,n,1,n,n,31.03,13.13,80,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoQ14_2.png,World Health Organization,G,Bars,Top-left,1,1,n,1,n,n,38.14,15.09,66.67,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoQ15_1.png,World Health Organization,G,Points,Top,2,1,n,1,n,n,51.69,39.22,62.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoQ18_3.png,World Health Organization,G,Bars,Top-left,2,1,n,1,n,n,28.09,16.19,56.25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoQ26.png,World Health Organization,G,Maps,Top,1,1,n,1,y,n,42.68,6.32,70,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoQ32_2.png,World Health Organization,G,Points,Top,2,1,n,1,n,n,23.53,12.09,29.41,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoQ41_1.png,World Health Organization,G,Bars,Top-left,2,1,n,2,n,n,52.17,23.76,88.24,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoQ42_1.png,World Health Organization,G,Bars,Top-left,1,1,n,1,n,n,70.45,43,88.89,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoQ44_4.png,World Health Organization,G,Area,Top,2,1,n,1,n,n,63.33,45.16,76.92,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoQ48_4.png,World Health Organization,G,Area,Top,1,1,n,1,n,n,54.44,37.5,60,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoQ48_5.png,World Health Organization,G,Lines,Top,1,1,n,1,n,n,54.65,55.1,55,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoQ50_2.png,World Health Organization,G,Bars,Top-left,1,1,n,1,n,n,38.55,31.25,64.29,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoQ51_2.png,World Health Organization,G,Bars,Top-left,1,1,n,1,n,n,52.38,44.33,72.22,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoQ52_4.png,World Health Organization,G,Area,Top,2,1,n,1,n,n,50,40.4,57.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj10.png,Wall Street Journal,N,Maps,Top-left,2,2,n,2,y,n,72.94,7.07,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj104.png,Wall Street Journal,N,Diagrams,Top-left,1,1,n,2,y,n,81.4,5,100,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj108.png,Wall Street Journal,N,Lines,Top-left,2,2,n,1,n,n,51.09,18,70.59,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj11.png,Wall Street Journal,N,Bars,Top-left,1,1,n,1,n,n,50,10.89,33.33,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj116.png,Wall Street Journal,N,Diagrams,Top-left,1,2,n,3,y,n,55.81,9.09,93.75,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj129.png,Wall Street Journal,N,Bars,Top-left,3,3,n,3,y,y,72.94,1.96,94.12,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj135.png,Wall Street Journal,N,Bars,Top-left,1,2,n,2,n,n,58.62,15.46,40,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj144.png,Wall Street Journal,N,Maps,Top-left,1,2,n,1,y,n,62.79,9.47,92.86,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj147.png,Wall Street Journal,N,Diagrams,Top-center,1,3,n,2,y,n,71.26,6.19,100,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj162.png,Wall Street Journal,N,Bars,Top-left,2,2,n,3,y,y,79.57,16.35,100,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj167.png,Wall Street Journal,N,Lines,Top-left,2,2,n,2,n,n,60.67,21.15,47.06,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj170.png,Wall Street Journal,N,Lines,Top-left,2,1,n,2,n,n,52.38,17.89,52.63,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj172.png,Wall Street Journal,N,Bars,Center-left,1,2,n,2,n,n,58.54,15.31,87.5,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj176.png,Wall Street Journal,N,Bars,Top-left,1,1,n,2,n,n,67.9,17.35,27.78,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj184.png,Wall Street Journal,N,Lines,Top-left,3,2,n,3,y,n,49.43,1.03,84.21,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj20.png,Wall Street Journal,N,Lines,Top-left,2,3,n,2,y,y,73.91,7.69,100,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj21.png,Wall Street Journal,N,Circles,Top-left,2,2,n,3,y,n,66.67,6.32,93.75,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj214.png,Wall Street Journal,N,Diagrams,Top-left,1,3,n,3,y,y,59.34,0,94.74,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj220.png,Wall Street Journal,N,Bars,Top-left,1,1,n,1,n,n,62.22,14.14,75,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj226.png,Wall Street Journal,N,Bars,Top-left,3,3,n,3,y,n,63.22,4.04,82.35,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj233.png,Wall Street Journal,N,Table,Top-left,2,2,n,2,y,n,86.52,14.29,94.12,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj240.png,Wall Street Journal,N,Table,Top-left,2,2,n,1,y,n,65.12,15.15,81.25,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj259.png,Wall Street Journal,N,Lines,Top-left,3,2,n,2,y,n,33.73,4.95,64.29,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj262.png,Wall Street Journal,N,Lines,Top-left,2,2,n,2,n,n,72.41,36.84,90,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj264.png,Wall Street Journal,N,Bars,Top-right,3,3,n,3,y,n,80.46,2.11,100,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj270.png,Wall Street Journal,N,Lines,Top-left,1,2,n,2,y,n,74.7,20,82.35,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj271.png,Wall Street Journal,N,Bars,Top-left,2,2,n,2,n,n,65.12,13.83,60,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj277.png,Wall Street Journal,N,Bars,Top-left,2,2,n,2,n,n,40.43,9.52,82.35,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj28.png,Wall Street Journal,N,Bars,Top-left,1,1,n,2,n,n,34.88,10.1,33.33,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj286.png,Wall Street Journal,N,Area,Top-left,2,2,n,2,n,n,55.06,9.71,66.67,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj292.png,Wall Street Journal,N,Bars,Top-left,2,2,n,2,n,n,63.95,7.37,92.31,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj294.png,Wall Street Journal,N,Points,Top-left,2,2,n,2,n,n,58.06,19.42,76.47,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj297.png,Wall Street Journal,N,Diagrams,Top-left,1,2,n,2,y,n,67.42,5,89.47,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj299.png,Wall Street Journal,N,Bars,Top-left,2,3,n,3,y,n,76.54,2.2,93.75,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj308.png,Wall Street Journal,N,Bars,Top-left,1,2,n,1,n,n,62.65,42.86,82.35,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj316.png,Wall Street Journal,N,Lines,Top-left,2,2,n,3,y,n,59.77,8.25,58.82,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj340.png,Wall Street Journal,N,Circles,Top-left,2,2,n,2,n,n,68.18,13.98,71.43,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj359.png,Wall Street Journal,N,Lines,Top-left,3,2,n,2,n,n,67.42,19.19,76.47,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj360.png,Wall Street Journal,N,Bars,Top-left,2,1,n,2,n,n,53.33,9.38,61.11,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj392.png,Wall Street Journal,N,Area,Top-left,2,2,n,1,n,n,78.41,24.21,88.24,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj395.png,Wall Street Journal,N,Lines,Top-left,2,1,n,2,n,n,68.83,5.49,43.75,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj405.png,Wall Street Journal,N,Lines,Top,2,2,n,2,n,n,45.98,13.68,50,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj441.png,Wall Street Journal,N,Maps,Top-right,2,2,n,1,y,n,71.43,6.06,84.62,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj459.png,Wall Street Journal,N,Bars,Top-left,2,1,n,2,n,n,36.17,7.55,52.94,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj462.png,Wall Street Journal,N,Maps,Top-left,1,2,n,1,y,n,63.64,12.77,81.25,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj474.png,Wall Street Journal,N,Circles,Top-left,2,3,n,2,n,n,49.45,13.27,87.5,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj481.png,Wall Street Journal,N,Bars,Top-left,1,1,n,1,n,n,71.43,24.3,66.67,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj505.png,Wall Street Journal,N,Table,Top-left,3,3,n,1,y,y,67.06,8.16,78.57,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj508.png,Wall Street Journal,N,Lines,Top-left,2,2,n,2,n,n,55,16.49,62.5,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj511.png,Wall Street Journal,N,Maps,Top-left,2,2,n,2,y,n,66.25,8.7,94.74,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj52.png,Wall Street Journal,N,Lines,Top-left,2,2,n,2,y,n,77.66,4,94.12,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj521.png,Wall Street Journal,N,Bars,Top-left,2,1,n,1,n,n,53.26,9.18,71.43,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj529.png,Wall Street Journal,N,Bars,Top,1,2,n,1,n,n,67.03,12.62,62.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj533.png,Wall Street Journal,N,Points,Top-left,2,2,n,2,n,n,40.86,8.74,81.25,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj536.png,Wall Street Journal,N,Bars,Top-left,3,3,n,3,y,y,80.52,2.15,64.29,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj54.png,Wall Street Journal,N,Lines,Top-left,1,2,n,1,n,n,74.16,32,88.89,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj540.png,Wall Street Journal,N,Points,Top-left,2,2,n,2,n,n,48.15,7.53,83.33,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj55.png,Wall Street Journal,N,Bars,Top-left,1,2,n,2,n,n,50,5.26,29.41,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj553.png,Wall Street Journal,N,Bars,Top-left,3,3,n,2,y,y,74.07,8.42,100,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj557.png,Wall Street Journal,N,Points,Top-left,3,2,n,3,y,n,66.28,4.4,83.33,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj561.png,Wall Street Journal,N,Diagrams,Top-left,1,2,n,1,n,n,54.32,6.38,90,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj593.png,Wall Street Journal,N,Bars,Top-left,1,2,n,1,n,n,55.17,3.26,87.5,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj612.png,Wall Street Journal,N,Lines,Top-left,2,2,n,2,n,n,67.78,41.41,78.57,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj79.png,Wall Street Journal,N,Table,Top-left,2,2,n,1,y,n,56.67,4.08,75,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj9.png,Wall Street Journal,N,Bars,Top-left,1,2,n,1,n,n,56.1,12.77,58.82,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsj99.png,Wall Street Journal,N,Maps,Top-left,1,2,n,2,y,n,66.3,8.82,100,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
